Load,Transportadora,Origem_Cidade,Destino_Cidade,Peso Bruto (kg),Cubagem,Data de Coleta,Data de Entrega,Prazo Contratado (dias),Prazo Realizado,Status Transporte,Tipo_Veiculo,Tipo_Transporte, Valor do Frete ,Valor do Frete (MT)
858779,QuickMove,Maputo,Chimoio,1389,5.1,4/15/2022,4/23/2022,2,8,Atraso,Truck,Convencional,5.857,2280.03
518225,QuickMove,Maputo,Ressano Garcia,850,26.69,3/6/2023,3/7/2023,1,1,Dentro do Prazo,VUC,Convencional,1.11,2224.33
675649,QuickMove,Maputo,Angoche,235,10.22,3/11/2023,3/12/2023,1,1,Dentro do Prazo,VUC,Convencional,99600.0,119520.0
903736,QuickMove,Maputo,Angoche,954,24.17,10/29/2022,11/1/2022,1,3,Atraso,VUC,Convencional,54400.0,65280.0
155682,TransLift,Matola,Inhambane,3259,41.06,11/4/2022,11/20/2022,13,16,Atraso,Carreta,Convencional,6.916,2032.3
973545,QuickMove,Maputo,Songo,7708,25.48,4/25/2022,4/28/2022,1,3,Atraso,Carreta,Convencional,6.362,2195.63
456541,QuickMove,Maputo,Moc�mboa da Praia,2235,40.71,2/14/2023,2/21/2023,3,7,Atraso,Truck,Convencional,6.7488,2519.1
569422,Cargas Maputo,Moamba,Chokw�,1971,16.86,7/20/2023,8/3/2023,7,14,Atraso,VUC,Convencional,84000.0,100800.0
734830,QuickMove,Maputo,Pemba,2948,51.92,5/31/2023,6/2/2023,2,2,Dentro do Prazo,Truck,Convencional,4.6068,2352.53
586331,QuickMove,Maputo,Mocuba,3975,16.62,2/27/2022,2/28/2022,1,1,Dentro do Prazo,Truck,Convencional,4.483,2241.38
154811,QuickMove,Maputo,Nampula,6624,10.8,8/24/2023,8/28/2023,3,4,Atraso,Truck,Convencional,6.9756,2211.37
567379,QuickMove,Maputo,Pemba,10560,87.36,8/13/2022,8/13/2022,2,0,Dentro do Prazo,Carreta,Convencional,9.835,2259.8
781708,TransLift,Matola,Lichinga,6783,16.91,2/1/2023,2/5/2023,9,4,Dentro do Prazo,Truck,Convencional,3.8628,2324.64
200199,QuickMove,Maputo,Lichinga,11994,3.79,7/9/2022,7/16/2022,3,7,Atraso,Truck,Convencional,5.212,2471.25
731774,QuickMove,Maputo,Gur��,6188,30.16,6/30/2023,6/30/2023,1,0,Dentro do Prazo,Truck,Convencional,6.0744,2358.29
309525,QuickMove,Maputo,Manica,1474,17.99,1/16/2023,1/17/2023,1,1,Dentro do Prazo,VUC,Convencional,73200.0,87840.0
406249,Cargas Maputo,Moamba,Lichinga,867,24.59,3/21/2022,3/21/2022,2,0,Dentro do Prazo,VUC,Convencional,71200.0,85440.0
459765,QuickMove,Maputo,Dondo,1375,11.45,8/30/2022,8/30/2022,3,0,Dentro do Prazo,Truck,Convencional,5.938,2509.13
932742,QuickMove,Maputo,Mutarara,4150,20.33,4/1/2022,4/3/2022,3,2,Dentro do Prazo,Toco,Convencional,2.249,2549.7
408895,QuickMove,Maputo,Manica,1969,21.39,7/2/2023,7/2/2023,1,0,Dentro do Prazo,VUC,Convencional,1.0812,2506.3
815946,QuickMove,Maputo,Vilankulo,8522,10.22,5/28/2022,5/29/2022,2,1,Dentro do Prazo,Truck,Convencional,5.303,2204.36
392125,QuickMove,Maputo,Chimoio,612,7.48,11/28/2022,11/30/2022,2,2,Dentro do Prazo,VUC,Convencional,69700.0,83640.0
878936,QuickMove,Maputo,Marromeu,9790,21.92,4/26/2022,5/2/2022,2,6,Atraso,Truck,Convencional,3.994,2196.79
543441,Cargas Maputo,Moamba,B�zi,1157,15.82,8/18/2023,8/20/2023,6,2,Dentro do Prazo,VUC,Convencional,1.176,2213.41
738775,QuickMove,Maputo,Mocuba,5546,13.41,12/26/2022,12/31/2022,1,5,Atraso,Truck,Convencional,5.83,2140.0
577752,Cargas Maputo,Moamba,Lichinga,2831,11.18,5/18/2023,5/18/2023,2,0,Dentro do Prazo,Toco,Convencional,3.432,2328.12
562526,Cargas Maputo,Moamba,Mocuba,17521,33.58,7/16/2022,7/16/2022,2,0,Dentro do Prazo,Carreta,Convencional,8.197,2206.84
511448,QuickMove,Maputo,Ressano Garcia,5415,44.13,9/29/2022,9/30/2022,1,1,Dentro do Prazo,Truck,Convencional,3.799,2512.56
916003,QuickMove,Maputo,Mandimba,4221,51.78,4/27/2022,4/28/2022,3,1,Dentro do Prazo,Carreta,Convencional,8.338,2398.01
589705,QuickMove,Maputo,Pemba,10529,79.72,7/20/2022,7/29/2022,2,9,Atraso,Carreta,Convencional,7.423,2096.91
902199,QuickMove,Maputo,Nametil,1944,20.69,1/28/2022,1/29/2022,2,1,Dentro do Prazo,Truck,Convencional,4.675,2146.61
729669,QuickMove,Maputo,Tete,20695,22.48,8/22/2022,8/23/2022,1,1,Dentro do Prazo,Carreta,Convencional,7.775,2554.33
471286,QuickMove,Maputo,Chimoio,8144,85.91,2/14/2023,2/14/2023,2,0,Dentro do Prazo,Carreta,Convencional,9.966,2319.96
449096,QuickMove,Maputo,Marromeu,5464,7.89,3/12/2023,3/14/2023,2,2,Dentro do Prazo,Truck,Convencional,5.8572,2545.03
111396,QuickMove,Maputo,Songo,5494,50.22,1/26/2023,2/2/2023,1,7,Atraso,Truck,Convencional,7.1004,2295.52
956324,Cargas Maputo,Moamba,Marromeu,4627,52.17,8/5/2022,8/5/2022,4,0,Dentro do Prazo,Carreta,Convencional,8.395,2473.07
843166,Cargas Maputo,Moamba,Mocuba,3626,73.89,6/6/2023,6/7/2023,2,1,Dentro do Prazo,Carreta,Convencional,8.9928,2417.79
478649,QuickMove,Maputo,Angoche,21551,77.96,5/19/2022,5/19/2022,1,0,Dentro do Prazo,Carreta,Convencional,6.869,2289.24
207888,QuickMove,Maputo,Angoche,11567,4.43,2/17/2022,2/17/2022,1,0,Dentro do Prazo,Truck,Convencional,3.366,2370.04
497029,TransLift,Matola,Nampula,1470,9.37,1/11/2022,1/12/2022,4,1,Dentro do Prazo,VUC,Convencional,87300.0,104760.0
299534,TransLift,Matola,Montepuez,13979,80.78,7/26/2022,8/2/2022,12,7,Dentro do Prazo,Carreta,Convencional,5.744,2532.89
752407,QuickMove,Maputo,Nampula,653,25.86,3/13/2023,3/17/2023,3,4,Atraso,VUC,Convencional,71040.0,85248.0
527666,TransLift,Matola,Manica,693,26.75,10/31/2022,11/12/2022,5,12,Atraso,VUC,Convencional,63900.0,76680.0
547500,QuickMove,Maputo,Moc�mboa da Praia,2258,19.85,1/13/2022,1/18/2022,3,5,Atraso,Truck,Convencional,4.797,2061.76
435130,Cargas Maputo,Moamba,Manica,4181,52.74,5/22/2023,5/24/2023,5,2,Dentro do Prazo,Truck,Convencional,5.0148,2383.02
987620,QuickMove,Maputo,Montepuez,2114,30.98,2/25/2023,3/4/2023,1,7,Atraso,Truck,Convencional,5.1456,2466.17
498387,TransLift,Matola,Mocuba,11224,56.54,8/31/2023,8/31/2023,10,0,Dentro do Prazo,Truck,Convencional,5.616,2120.74
462629,Cargas Maputo,Moamba,Angoche,6070,32.52,5/23/2023,5/24/2023,3,1,Dentro do Prazo,Truck,Convencional,6.3324,2597.6
648495,Cargas Maputo,Moamba,Nacala,1723,23.72,1/5/2023,1/16/2023,7,11,Atraso,Truck,Convencional,5.8632,2415.04
140555,QuickMove,Maputo,Tete,5685,17.7,8/24/2022,8/24/2022,1,0,Dentro do Prazo,Truck,Convencional,5.004,2374.0
571939,QuickMove,Maputo,Montepuez,10981,45.64,11/22/2022,11/23/2022,1,1,Dentro do Prazo,Truck,Convencional,3.182,2571.82
828488,QuickMove,Maputo,Cuamba,3379,12.77,10/27/2022,10/27/2022,3,0,Dentro do Prazo,Truck,Convencional,4.784,2075.74
704826,Cargas Maputo,Moamba,Pemba,519,11.03,6/24/2023,6/29/2023,5,5,Dentro do Prazo,VUC,Convencional,60480.0,72576.0
364676,Cargas Maputo,Moamba,Vilankulo,6162,8.17,6/30/2022,7/12/2022,7,12,Atraso,Truck,Convencional,5.163,2280.2
494532,QuickMove,Maputo,Manica,11620,53.85,1/6/2022,1/6/2022,1,0,Dentro do Prazo,Truck,Convencional,4.981,2418.98
480272,QuickMove,Maputo,Chokw�,3014,28.29,2/25/2022,2/25/2022,2,0,Dentro do Prazo,Truck,Convencional,5.852,2335.02
701140,QuickMove,Maputo,Gur��,9994,56.65,6/7/2022,6/12/2022,1,5,Atraso,Truck,Convencional,5.976,2131.17
652076,QuickMove,Maputo,Marromeu,4454,12.01,5/23/2023,5/23/2023,2,0,Dentro do Prazo,Truck,Convencional,4.188,2307.03
926097,QuickMove,Maputo,Manica,8608,46.29,5/20/2022,5/21/2022,1,1,Dentro do Prazo,Truck,Convencional,4.667,2196.6
206648,TransLift,Matola,Moc�mboa da Praia,2795,36.23,5/16/2023,5/24/2023,8,8,Dentro do Prazo,Truck,Convencional,5.0568,2223.07
539711,QuickMove,Maputo,Lichinga,3582,37.58,1/15/2023,1/20/2023,3,5,Atraso,Truck,Convencional,5.694,2145.83
961659,Cargas Maputo,Moamba,Marracuene,5415,9.19,7/27/2023,8/2/2023,7,6,Dentro do Prazo,Toco,Convencional,2.7312,2003.28
339670,QuickMove,Maputo,Mocuba,9054,47.62,9/10/2022,9/10/2022,1,0,Dentro do Prazo,Truck,Convencional,5.476,2513.57
581419,QuickMove,Maputo,Mandimba,367,21.32,6/14/2023,6/14/2023,3,0,Dentro do Prazo,VUC,Convencional,1.1724,2503.41
882305,QuickMove,Maputo,Maxixe,18899,67.23,2/24/2023,3/3/2023,3,7,Atraso,Carreta,Convencional,7.4004,2516.88
302107,QuickMove,Maputo,Ressano Garcia,7914,48.28,6/12/2023,6/12/2023,1,0,Dentro do Prazo,Truck,Convencional,4.8324,2299.8
289201,QuickMove,Maputo,Macia,1663,27.71,3/16/2023,3/16/2023,2,0,Dentro do Prazo,VUC,Convencional,1.0968,2326.32
107644,QuickMove,Maputo,Beira,11863,27.07,8/11/2022,8/11/2022,3,0,Dentro do Prazo,Truck,Convencional,3.355,2356.03
344643,QuickMove,Maputo,Mocuba,6701,36.47,5/20/2023,5/21/2023,1,1,Dentro do Prazo,Truck,Convencional,6.5328,2082.84
358953,Cargas Maputo,Moamba,Mueda,10945,39.52,1/2/2022,1/11/2022,7,9,Atraso,Truck,Convencional,5.453,2173.54
895595,QuickMove,Maputo,Gur��,4352,15.89,4/26/2023,4/27/2023,1,1,Dentro do Prazo,Toco,Convencional,2.3772,2123.85
106966,QuickMove,Maputo,Cuamba,1409,26.13,6/6/2022,6/10/2022,3,4,Atraso,VUC,Convencional,50500.0,60600.0
552098,QuickMove,Maputo,Angoche,7512,41.05,6/17/2022,6/21/2022,1,4,Atraso,Carreta,Convencional,6.314,2284.58
287871,QuickMove,Maputo,Ressano Garcia,11741,4.36,2/3/2023,2/3/2023,1,0,Dentro do Prazo,Truck,Convencional,3.7668,2231.52
745277,TransLift,Matola,Marracuene,3542,28.42,8/16/2022,8/25/2022,10,9,Dentro do Prazo,Truck,Convencional,5.794,2068.95
680840,QuickMove,Maputo,Quelimane,7545,44.33,1/27/2023,1/27/2023,2,0,Dentro do Prazo,Truck,Convencional,6.6168,2366.94
921988,Cargas Maputo,Moamba,Macomia,6214,19.1,8/28/2022,9/3/2022,7,6,Dentro do Prazo,Truck,Convencional,3.452,2263.14
537828,QuickMove,Maputo,Lichinga,8385,32.64,3/11/2022,3/11/2022,3,0,Dentro do Prazo,Truck,Convencional,4.264,2379.12
520478,QuickMove,Maputo,Maganja da Costa,1466,13.98,6/3/2022,6/8/2022,1,5,Atraso,VUC,Convencional,75400.0,90480.0
654435,QuickMove,Maputo,Xai-Xai,5466,49.46,5/21/2022,5/21/2022,2,0,Dentro do Prazo,Truck,Convencional,5.05,2255.06
320442,QuickMove,Maputo,Montepuez,20389,28.95,4/25/2023,4/26/2023,1,1,Dentro do Prazo,Carreta,Convencional,9.9168,2607.9
307618,TransLift,Matola,Maganja da Costa,3088,5.71,7/9/2023,7/23/2023,10,14,Atraso,Truck,Convencional,5.3688,2581.44
620211,QuickMove,Maputo,Chimoio,7994,31.57,3/6/2023,3/8/2023,2,2,Dentro do Prazo,Truck,Convencional,4.2,2217.04
744748,QuickMove,Maputo,Maxixe,6953,24.94,1/24/2022,1/24/2022,3,0,Dentro do Prazo,Carreta,Convencional,7.685,2449.22
720409,QuickMove,Maputo,Marromeu,354,22.73,8/4/2023,8/12/2023,2,8,Atraso,VUC,Convencional,69480.0,83376.0
800159,QuickMove,Maputo,Cuamba,20462,36.91,1/18/2023,1/19/2023,3,1,Dentro do Prazo,Carreta,Convencional,11.1168,2209.34
502728,TransLift,Matola,Moc�mboa da Praia,4977,24.26,3/15/2022,3/17/2022,8,2,Dentro do Prazo,Truck,Convencional,4.852,2307.82
776645,QuickMove,Maputo,Maganja da Costa,9499,40.46,10/7/2022,10/8/2022,1,1,Dentro do Prazo,Truck,Convencional,5.83,2308.0
115547,QuickMove,Maputo,Gur��,6327,20.68,2/9/2023,2/9/2023,1,0,Dentro do Prazo,Truck,Convencional,5.7672,2405.92
891957,TransLift,Matola,Montepuez,12732,95.82,6/19/2022,6/26/2022,12,7,Dentro do Prazo,Carreta,Convencional,6.29,2019.55
109565,QuickMove,Maputo,Chimoio,1244,11.14,5/23/2023,5/23/2023,2,0,Dentro do Prazo,VUC,Convencional,1.1172,2233.34
565282,Cargas Maputo,Moamba,Nametil,3465,30.93,4/29/2022,4/29/2022,4,0,Dentro do Prazo,Truck,Convencional,5.338,2436.41
800632,TransLift,Matola,Montepuez,1341,5.24,12/4/2022,12/16/2022,12,12,Dentro do Prazo,VUC,Convencional,90200.0,108240.0
600190,QuickMove,Maputo,Nacala,12806,67.23,6/30/2022,7/1/2022,1,1,Dentro do Prazo,Carreta,Convencional,5.081,2310.1
526942,QuickMove,Maputo,Quelimane,1300,5.85,7/12/2023,7/19/2023,2,7,Atraso,Truck,Convencional,4.6416,2573.57
283231,QuickMove,Maputo,Xai-Xai,21221,82.34,4/18/2023,4/20/2023,2,2,Dentro do Prazo,Carreta,Convencional,6.6876,2351.03
542244,Cargas Maputo,Moamba,Angoche,7878,11.61,8/7/2023,8/8/2023,3,1,Dentro do Prazo,Truck,Convencional,4.7304,2555.68
987800,TransLift,Matola,Beira,9563,30.16,6/17/2023,6/22/2023,11,5,Dentro do Prazo,Truck,Convencional,5.6268,2216.75
839841,QuickMove,Maputo,Maganja da Costa,11872,25.34,5/26/2022,5/27/2022,1,1,Dentro do Prazo,Truck,Convencional,5.461,2605.55
556737,QuickMove,Maputo,Manica,1345,8.49,6/6/2022,6/14/2022,1,8,Atraso,VUC,Convencional,57300.0,68760.0
435970,QuickMove,Maputo,Mutarara,8636,39.95,3/30/2023,3/30/2023,3,0,Dentro do Prazo,Truck,Convencional,5.5764,2425.69
105206,QuickMove,Maputo,Quelimane,7963,39.73,1/9/2023,1/14/2023,2,5,Atraso,Truck,Convencional,4.2576,2472.11
281311,QuickMove,Maputo,Nacala,7963,37.99,1/4/2022,1/4/2022,1,0,Dentro do Prazo,Truck,Convencional,3.44,2214.13
349430,QuickMove,Maputo,Ressano Garcia,11397,22.84,3/25/2022,3/26/2022,1,1,Dentro do Prazo,Truck,Convencional,5.982,2146.18
404810,QuickMove,Maputo,Mandimba,7967,19.11,8/13/2023,8/14/2023,3,1,Dentro do Prazo,Truck,Convencional,7.0428,2155.45
891801,QuickMove,Maputo,Maganja da Costa,10359,57.63,1/19/2022,1/20/2022,1,1,Dentro do Prazo,Truck,Convencional,5.65,2290.78
127261,TransLift,Matola,Gur��,7330,5.19,10/19/2022,11/6/2022,14,18,Atraso,Truck,Convencional,4.301,2401.16
341779,QuickMove,Maputo,Nampula,7668,3.94,12/27/2022,12/30/2022,3,3,Dentro do Prazo,Truck,Convencional,3.735,2300.48
943546,QuickMove,Maputo,Angoche,8353,96.35,4/27/2023,5/2/2023,1,5,Atraso,Carreta,Convencional,10.212,2301.25
279986,QuickMove,Maputo,Vilankulo,10253,52.42,6/21/2023,6/30/2023,2,9,Atraso,Truck,Convencional,3.8016,2588.56
617094,TransLift,Matola,Marracuene,449,8.53,4/28/2023,5/11/2023,10,13,Atraso,VUC,Convencional,1.1292,2456.36
150699,QuickMove,Maputo,Dondo,3579,26.73,4/29/2023,5/3/2023,3,4,Atraso,Carreta,Convencional,10.5168,2235.62
282574,QuickMove,Maputo,Chokw�,7007,24.18,8/18/2022,8/19/2022,2,1,Dentro do Prazo,Truck,Convencional,3.446,2322.14
659311,QuickMove,Maputo,Tete,7584,53.32,10/12/2022,10/14/2022,1,2,Atraso,Truck,Convencional,5.044,2097.05
229995,QuickMove,Maputo,Chimoio,3734,62.95,5/16/2023,5/19/2023,2,3,Atraso,Carreta,Convencional,11.5128,2366.82
818669,TransLift,Matola,Massinga,21648,22.22,1/2/2022,1/3/2022,5,1,Dentro do Prazo,Carreta,Convencional,8.068,2371.68
479520,QuickMove,Maputo,Nametil,6821,5.47,5/13/2022,5/16/2022,2,3,Atraso,Truck,Convencional,5.89,2198.07
337643,QuickMove,Maputo,B�zi,2613,24.27,5/19/2023,5/20/2023,2,1,Dentro do Prazo,Truck,Convencional,6.1116,2574.33
344084,QuickMove,Maputo,Marromeu,9826,31.58,3/11/2022,3/11/2022,2,0,Dentro do Prazo,Carreta,Convencional,7.228,2282.67
564207,Cargas Maputo,Moamba,Inhambane,11654,23.44,10/27/2022,11/5/2022,5,9,Atraso,Truck,Convencional,4.418,2090.3
898717,QuickMove,Maputo,Inhambane,1579,17.65,12/9/2022,12/9/2022,3,0,Dentro do Prazo,VUC,Convencional,75900.0,91080.0
868397,QuickMove,Maputo,Manica,247,18.51,8/25/2023,8/27/2023,1,2,Atraso,VUC,Convencional,87120.0,104544.0
402769,TransLift,Matola,Mocuba,3806,14.59,7/14/2022,7/22/2022,10,8,Dentro do Prazo,Truck,Convencional,5.362,2587.43
880575,Cargas Maputo,Moamba,Ressano Garcia,6602,23.8,2/15/2022,2/19/2022,4,4,Dentro do Prazo,Truck,Convencional,4.371,2318.25
576410,QuickMove,Maputo,Manica,4097,46.18,2/7/2023,2/7/2023,1,0,Dentro do Prazo,Truck,Convencional,4.998,2545.0
141359,QuickMove,Maputo,Massinga,9682,31.56,12/22/2022,12/27/2022,1,5,Atraso,Truck,Convencional,4.966,2276.96
983408,QuickMove,Maputo,Quelimane,9805,11.91,7/14/2022,7/15/2022,2,1,Dentro do Prazo,Carreta,Convencional,7.106,2185.53
363663,TransLift,Matola,B�zi,6293,43.57,6/13/2022,7/2/2022,12,19,Atraso,Truck,Convencional,4.383,2461.26
861805,QuickMove,Maputo,B�zi,1469,24.58,5/4/2023,5/4/2023,2,0,Dentro do Prazo,Truck,Convencional,6.9792,2293.38
813525,TransLift,Matola,Marracuene,11740,13.25,2/14/2023,2/16/2023,10,2,Dentro do Prazo,Truck,Convencional,3.7212,2576.47
336644,QuickMove,Maputo,Macomia,10563,72.14,2/22/2023,2/22/2023,1,0,Dentro do Prazo,Carreta,Convencional,6.84,2157.21
769999,QuickMove,Maputo,Maxixe,10952,46.24,1/31/2023,2/3/2023,3,3,Dentro do Prazo,Truck,Convencional,6.0204,2579.22
589049,QuickMove,Maputo,Massinga,713,4.02,4/1/2022,4/1/2022,1,0,Dentro do Prazo,VUC,Convencional,57800.0,69360.0
797791,QuickMove,Maputo,Beira,2037,36.64,3/5/2022,3/7/2022,3,2,Dentro do Prazo,Toco,Convencional,2.022,2219.43
748738,QuickMove,Maputo,Quelimane,1892,13.45,5/19/2023,5/19/2023,2,0,Dentro do Prazo,VUC,Convencional,1.1124,2235.33
170805,QuickMove,Maputo,Pemba,8166,91.07,4/10/2022,4/12/2022,2,2,Dentro do Prazo,Carreta,Convencional,8.443,2234.13
987220,QuickMove,Maputo,Nampula,11599,46.11,7/10/2022,7/12/2022,3,2,Dentro do Prazo,Truck,Convencional,4.365,2221.24
818121,QuickMove,Maputo,Angoche,1727,53.43,7/23/2022,7/24/2022,1,1,Dentro do Prazo,Truck,Convencional,3.74,2499.49
301448,QuickMove,Maputo,Vilankulo,1752,34.86,10/26/2022,11/2/2022,2,7,Atraso,Truck,Convencional,5.551,2225.66
530479,TransLift,Matola,Macia,910,5.59,9/5/2022,9/6/2022,6,1,Dentro do Prazo,VUC,Convencional,61200.0,73440.0
604853,QuickMove,Maputo,Quelimane,5877,14.9,8/29/2022,8/31/2022,2,2,Dentro do Prazo,Truck,Convencional,3.751,2452.5
255662,Cargas Maputo,Moamba,Mocuba,7867,19.88,3/10/2022,3/15/2022,2,5,Atraso,Truck,Convencional,5.755,2373.91
190415,Cargas Maputo,Moamba,Mocuba,1713,22.01,12/14/2022,12/15/2022,2,1,Dentro do Prazo,VUC,Convencional,62700.0,75240.0
242258,QuickMove,Maputo,Mutarara,1460,3.83,7/22/2022,7/31/2022,3,9,Atraso,Toco,Convencional,2.701,2491.24
831808,QuickMove,Maputo,Montepuez,1968,10.96,5/20/2023,5/26/2023,1,6,Atraso,VUC,Convencional,98760.0,118512.0
999051,QuickMove,Maputo,Macomia,2888,40.44,1/2/2023,1/2/2023,1,0,Dentro do Prazo,Truck,Convencional,4.0968,2306.92
807219,TransLift,Matola,Mocuba,6350,13.89,4/22/2023,4/26/2023,10,4,Dentro do Prazo,Truck,Convencional,4.0416,2328.85
257151,QuickMove,Maputo,Mocuba,3828,42.28,2/4/2023,2/5/2023,1,1,Dentro do Prazo,Truck,Convencional,6.6912,2095.03
651489,QuickMove,Maputo,Quelimane,5081,43.66,8/15/2023,8/19/2023,2,4,Atraso,Truck,Convencional,5.0112,2203.01
106603,QuickMove,Maputo,Marracuene,1657,16.88,8/6/2023,8/6/2023,3,0,Dentro do Prazo,VUC,Convencional,88320.0,105984.0
276373,QuickMove,Maputo,Vilankulo,1920,5.59,3/2/2023,3/3/2023,2,1,Dentro do Prazo,VUC,Convencional,94680.0,113616.0
366215,Cargas Maputo,Moamba,Cuamba,18796,77.58,3/1/2022,3/1/2022,7,0,Dentro do Prazo,Carreta,Convencional,9.639,2353.57
926965,QuickMove,Maputo,Beira,4415,49.39,4/14/2022,4/14/2022,3,0,Dentro do Prazo,Truck,Convencional,3.317,2225.98
880450,Cargas Maputo,Moamba,Chokw�,8127,12.14,12/11/2022,12/11/2022,7,0,Dentro do Prazo,Truck,Convencional,4.873,2422.85
419597,QuickMove,Maputo,Montepuez,912,11.57,6/15/2022,6/16/2022,1,1,Dentro do Prazo,VUC,Convencional,50900.0,61080.0
382466,QuickMove,Maputo,Gur��,1805,57.48,8/21/2023,8/28/2023,1,7,Atraso,Truck,Convencional,5.6688,2377.8
674521,QuickMove,Maputo,Beira,536,18.51,7/2/2022,7/7/2022,3,5,Atraso,VUC,Convencional,87100.0,104520.0
339178,QuickMove,Maputo,Nampula,1993,22.58,7/24/2022,7/25/2022,3,1,Dentro do Prazo,VUC,Convencional,84000.0,100800.0
163307,Cargas Maputo,Moamba,Pemba,1555,8.6,7/5/2023,7/11/2023,5,6,Atraso,Truck,Convencional,6.2604,2546.51
839417,QuickMove,Maputo,Maganja da Costa,2310,35.1,8/16/2023,8/19/2023,1,3,Atraso,Toco,Convencional,2.2584,2394.71
622058,TransLift,Matola,Songo,11191,9.09,5/25/2023,5/27/2023,8,2,Dentro do Prazo,Truck,Convencional,6.1008,2250.32
850575,QuickMove,Maputo,Massinga,4466,17.62,2/26/2022,3/3/2022,1,5,Atraso,Carreta,Convencional,8.198,2602.84
356588,QuickMove,Maputo,Pemba,6967,36.17,12/3/2022,12/5/2022,2,2,Dentro do Prazo,Truck,Convencional,3.922,2413.71
809984,QuickMove,Maputo,Chimoio,6978,41.32,4/6/2022,4/10/2022,2,4,Atraso,Truck,Convencional,5.133,2592.16
689960,QuickMove,Maputo,Moc�mboa da Praia,1959,6.81,10/11/2022,10/12/2022,3,1,Dentro do Prazo,Truck,Convencional,3.871,2472.65
547012,QuickMove,Maputo,Inhambane,1097,19.83,4/20/2023,4/21/2023,3,1,Dentro do Prazo,VUC,Convencional,1.1076,2236.33
771855,TransLift,Matola,Mutarara,4248,16.42,10/22/2022,11/3/2022,14,12,Dentro do Prazo,Truck,Convencional,5.353,2571.42
253828,QuickMove,Maputo,Mocuba,257,16.99,10/18/2022,10/18/2022,1,0,Dentro do Prazo,VUC,Convencional,70600.0,84720.0
744426,QuickMove,Maputo,Beira,7261,54.39,2/23/2022,2/26/2022,3,3,Dentro do Prazo,Truck,Convencional,3.864,2380.64
484059,QuickMove,Maputo,Pemba,6228,56.45,3/26/2022,3/31/2022,2,5,Atraso,Truck,Convencional,4.205,2565.05
580248,QuickMove,Maputo,Cuamba,11459,3.06,3/23/2022,3/24/2022,3,1,Dentro do Prazo,Truck,Convencional,5.394,2407.47
379110,QuickMove,Maputo,Chimoio,4392,17.57,9/26/2022,9/30/2022,2,4,Atraso,Toco,Convencional,2.971,2253.57
701807,TransLift,Matola,Inhambane,19390,24.89,5/11/2023,5/24/2023,13,13,Dentro do Prazo,Carreta,Convencional,8.4936,2112.19
119438,QuickMove,Maputo,Angoche,6304,49.5,7/14/2022,7/22/2022,1,8,Atraso,Carreta,Convencional,8.771,2031.53
332491,QuickMove,Maputo,Chokw�,11172,20.69,4/13/2022,4/13/2022,2,0,Dentro do Prazo,Truck,Convencional,4.372,2080.25
176614,Cargas Maputo,Moamba,Macomia,6782,32.52,4/23/2023,4/27/2023,7,4,Dentro do Prazo,Truck,Convencional,4.3728,2408.25
798934,QuickMove,Maputo,B�zi,3610,42.68,4/1/2023,4/2/2023,2,1,Dentro do Prazo,Truck,Convencional,6.5052,2550.81
501881,QuickMove,Maputo,B�zi,1540,16.28,5/12/2023,5/14/2023,2,2,Dentro do Prazo,Truck,Convencional,4.3836,2254.26
864338,QuickMove,Maputo,Marracuene,416,7.59,1/14/2022,1/22/2022,3,8,Atraso,VUC,Convencional,69300.0,83160.0
591326,QuickMove,Maputo,Moc�mboa da Praia,10278,8.0,7/2/2022,7/4/2022,3,2,Dentro do Prazo,Carreta,Convencional,6.401,2294.68
205039,QuickMove,Maputo,Moc�mboa da Praia,7390,14.99,4/3/2023,4/4/2023,3,1,Dentro do Prazo,Truck,Convencional,6.5904,2461.91
856228,TransLift,Matola,Pemba,3059,39.61,12/4/2022,12/16/2022,14,12,Dentro do Prazo,Toco,Convencional,1.85,2591.22
400682,QuickMove,Maputo,Inhambane,14310,68.47,10/10/2022,10/10/2022,3,0,Dentro do Prazo,Carreta,Convencional,6.339,2542.61
445743,QuickMove,Maputo,Pemba,9724,67.25,8/31/2022,9/2/2022,2,2,Dentro do Prazo,Carreta,Convencional,7.338,2290.81
827851,TransLift,Matola,Nametil,14004,88.71,4/16/2023,4/24/2023,14,8,Dentro do Prazo,Carreta,Convencional,7.0176,2045.42
964460,QuickMove,Maputo,Dondo,9678,43.29,8/22/2023,8/24/2023,3,2,Dentro do Prazo,Truck,Convencional,6.6264,2520.95
295919,QuickMove,Maputo,Maganja da Costa,387,17.39,4/12/2022,4/12/2022,1,0,Dentro do Prazo,VUC,Convencional,92100.0,110520.0
935448,TransLift,Matola,Mocuba,9445,48.87,2/23/2023,2/23/2023,10,0,Dentro do Prazo,Truck,Convencional,3.762,2102.51
637856,QuickMove,Maputo,Montepuez,1353,9.95,2/1/2022,2/1/2022,1,0,Dentro do Prazo,VUC,Convencional,94700.0,113640.0
342548,Cargas Maputo,Moamba,Lichinga,2375,49.06,10/4/2022,10/6/2022,2,2,Dentro do Prazo,Truck,Convencional,4.821,2254.79
399808,QuickMove,Maputo,Angoche,212,27.34,2/22/2022,3/1/2022,1,7,Atraso,VUC,Convencional,98300.0,117960.0
203257,QuickMove,Maputo,Mueda,11717,6.77,2/17/2023,2/21/2023,2,4,Atraso,Truck,Convencional,3.9984,2442.8
